,nome,data lancamento,nota criticos,nota usuarios,num. aval. usuarios,num. aval. criticos,generos primarios,generos secundarios
0,Days Gone for PC Reviews - Metacritic,2021-05-18,76,8.6,427,42,Action Adventure,Open-World
