,games
26184,http://www.metacritic.com/game/pc/sudoku-universe
26185,http://www.metacritic.com/game/pc/chapayev-legend-of-checkers
26186,http://www.metacritic.com/game/pc/rise-high
26187,http://www.metacritic.com/game/pc/dinosaurs-a-prehistoric-adventure
26188,http://www.metacritic.com/game/pc/bouncing-odyssey
26189,http://www.metacritic.com/game/pc/omega-extinction
26190,http://www.metacritic.com/game/pc/limit-of-defense
26191,http://www.metacritic.com/game/pc/dark-tales-edgar-allan-poes-morella
26192,http://www.metacritic.com/game/pc/a-sky-full-of-stars
26193,http://www.metacritic.com/game/pc/omega-quintet
26194,http://www.metacritic.com/game/pc/midnight-at-the-red-light
26195,http://www.metacritic.com/game/pc/purrfect-date
26196,http://www.metacritic.com/game/pc/parking-cop-simulator
26197,http://www.metacritic.com/game/pc/after-rain-phoenix-rise
26198,http://www.metacritic.com/game/pc/la-noire-the-vr-case-files
26199,http://www.metacritic.com/game/pc/just-fishing
26200,http://www.metacritic.com/game/pc/tooki
26201,http://www.metacritic.com/game/pc/action-rush
26202,http://www.metacritic.com/game/pc/i-want-cookies
26203,http://www.metacritic.com/game/pc/rocketgirl
26204,http://www.metacritic.com/game/pc/home-darkness-escape
26205,http://www.metacritic.com/game/pc/air-dash
26206,http://www.metacritic.com/game/pc/hoshi-ishi
26207,http://www.metacritic.com/game/pc/nice-way
26208,http://www.metacritic.com/game/pc/colony
26209,http://www.metacritic.com/game/pc/vexius
26210,http://www.metacritic.com/game/pc/bizarre-tale
26211,http://www.metacritic.com/game/pc/fire-flight
26212,http://www.metacritic.com/game/pc/horse-paradise-my-dream-ranch
26213,http://www.metacritic.com/game/pc/pro-strategy-football-2018
26214,http://www.metacritic.com/game/pc/romancing-saga-2
26215,http://www.metacritic.com/game/pc/wizzball
26216,http://www.metacritic.com/game/pc/sugar-box
26217,http://www.metacritic.com/game/pc/ashes-cricket
26218,http://www.metacritic.com/game/pc/hexters
26219,http://www.metacritic.com/game/pc/dream-walker
26220,http://www.metacritic.com/game/pc/present-cannon-vr
26221,http://www.metacritic.com/game/pc/post-human-war
26222,http://www.metacritic.com/game/pc/gorogoa
26223,http://www.metacritic.com/game/pc/thefirstclass-vr
26224,http://www.metacritic.com/game/pc/nakiti-generations
26225,http://www.metacritic.com/game/pc/finding-paradise
26226,http://www.metacritic.com/game/pc/teal
26227,http://www.metacritic.com/game/pc/mark-after-dark
26228,http://www.metacritic.com/game/pc/orbital-racer
26229,http://www.metacritic.com/game/pc/the-drg-initiative
26230,http://www.metacritic.com/game/pc/physicsn
26231,http://www.metacritic.com/game/pc/wasteland-gossip
26232,http://www.metacritic.com/game/pc/pimiko-plus
26233,http://www.metacritic.com/game/pc/teenage-mutant-ninja-turtles-portal-power
26234,http://www.metacritic.com/game/pc/wolfenstein-ii-the-new-colossus---the-adventures-of-gunslinger-joe
26235,http://www.metacritic.com/game/pc/lqve-lion-quest-versus-expanded
26236,http://www.metacritic.com/game/pc/water-density
26237,http://www.metacritic.com/game/pc/i-wanna-be-the-cat
26238,http://www.metacritic.com/game/pc/battle-high-2-a+
26239,http://www.metacritic.com/game/pc/drift-zone
26240,http://www.metacritic.com/game/pc/play337-catch-chicken
26241,http://www.metacritic.com/game/pc/pickcrafter
26242,http://www.metacritic.com/game/pc/retro-miami
26243,http://www.metacritic.com/game/pc/debuff
26244,http://www.metacritic.com/game/pc/donjon-defense
26245,http://www.metacritic.com/game/pc/meow-go
26246,http://www.metacritic.com/game/pc/hibikakeyironokiseki
26247,http://www.metacritic.com/game/pc/limiter
26248,http://www.metacritic.com/game/pc/google-spotlight-stories-special-delivery
26249,http://www.metacritic.com/game/pc/boot-hill-bounties
26250,http://www.metacritic.com/game/pc/lost-grimoires-3-the-forgotten-well
26251,http://www.metacritic.com/game/pc/zero-days-vr
26252,http://www.metacritic.com/game/pc/tally-ho
26253,http://www.metacritic.com/game/pc/show-it-2-me
26254,http://www.metacritic.com/game/pc/youtube-vr
26255,http://www.metacritic.com/game/pc/project-lucie
26256,http://www.metacritic.com/game/pc/bad-school-boy
26257,http://www.metacritic.com/game/pc/palace-of-cards
26258,http://www.metacritic.com/game/pc/il-2-sturmovik-cliffs-of-dover---blitz-edition
26259,http://www.metacritic.com/game/pc/train-sim-world-rapid-transit
26260,http://www.metacritic.com/game/pc/talisman-digital-edition---the-harbinger-expansion
26261,http://www.metacritic.com/game/pc/eleven-table-tennis-vr
26262,http://www.metacritic.com/game/pc/metamorph-2017
26263,http://www.metacritic.com/game/pc/bit-heroes
26264,http://www.metacritic.com/game/pc/emily-wants-to-play-too
26265,http://www.metacritic.com/game/pc/rockland-vr
26266,http://www.metacritic.com/game/pc/puzzle-bloc-invasion
26267,http://www.metacritic.com/game/pc/nirvana-pilot-yume
26268,http://www.metacritic.com/game/pc/alexas-wild-night
26269,http://www.metacritic.com/game/pc/natari-at-the-bubble-planet
26270,http://www.metacritic.com/game/pc/metal-soldiers-2
26271,http://www.metacritic.com/game/pc/wwii-eiyuu-retsuden-saikyou-no-tora-kurt-knipser
26272,http://www.metacritic.com/game/pc/flip-the-table
26273,http://www.metacritic.com/game/pc/whirlpool
26274,http://www.metacritic.com/game/pc/forestation
26275,http://www.metacritic.com/game/pc/hj-sacrifice
26276,http://www.metacritic.com/game/pc/iubes2
26277,http://www.metacritic.com/game/pc/loot-box-quest
26278,http://www.metacritic.com/game/pc/square-massacre
26279,http://www.metacritic.com/game/pc/1010
26280,http://www.metacritic.com/game/pc/happy-new-year-clicker
26281,http://www.metacritic.com/game/pc/dots
26282,http://www.metacritic.com/game/pc/no-escape
26283,http://www.metacritic.com/game/pc/smart-mummy
26284,http://www.metacritic.com/game/pc/the-ultimate-heist
26285,http://www.metacritic.com/game/pc/tetropunk
26286,http://www.metacritic.com/game/pc/violet-cycle
26287,http://www.metacritic.com/game/pc/warhammer-end-times---vermintide-death-on-the-reik
26288,http://www.metacritic.com/game/pc/mad-gardener-zombie-massacre
26289,http://www.metacritic.com/game/pc/the-christmas-spirit-trouble-in-oz
26290,http://www.metacritic.com/game/pc/ken-folletts-the-pillars-of-the-earth-book-two
26291,http://www.metacritic.com/game/pc/world-carnival-griddlers
26292,http://www.metacritic.com/game/pc/complex
26293,http://www.metacritic.com/game/pc/metatable-poker
26294,http://www.metacritic.com/game/pc/arcana-heart-3-lovemax-sixstars!!!!!!
26295,http://www.metacritic.com/game/pc/chambara
26296,http://www.metacritic.com/game/pc/resident-evil-7-biohazard---not-a-hero
26297,http://www.metacritic.com/game/pc/resident-evil-7-biohazard---gold-edition
26298,http://www.metacritic.com/game/pc/resident-evil-7-biohazard---end-of-zoe
26299,http://www.metacritic.com/game/pc/okami-hd
26300,http://www.metacritic.com/game/pc/mad-gardener-zombie-massacre
26301,http://www.metacritic.com/game/pc/the-christmas-spirit-trouble-in-oz
26302,http://www.metacritic.com/game/pc/ken-folletts-the-pillars-of-the-earth-book-two
26303,http://www.metacritic.com/game/pc/world-carnival-griddlers
26304,http://www.metacritic.com/game/pc/complex
26305,http://www.metacritic.com/game/pc/metatable-poker
26306,http://www.metacritic.com/game/pc/arcana-heart-3-lovemax-sixstars!!!!!!
26307,http://www.metacritic.com/game/pc/chambara
26308,http://www.metacritic.com/game/pc/resident-evil-7-biohazard---not-a-hero
26309,http://www.metacritic.com/game/pc/resident-evil-7-biohazard---gold-edition
26310,http://www.metacritic.com/game/pc/resident-evil-7-biohazard---end-of-zoe
26311,http://www.metacritic.com/game/pc/okami-hd
26312,http://www.metacritic.com/game/pc/rumu
26313,http://www.metacritic.com/game/pc/middle-earth-shadow-of-war---outlaw-tribe
26314,http://www.metacritic.com/game/pc/fearful-symmetry-the-cursed-prince
26315,http://www.metacritic.com/game/pc/dogstar
26316,http://www.metacritic.com/game/pc/zup!-7
26317,http://www.metacritic.com/game/pc/old-adventure
26318,http://www.metacritic.com/game/pc/qop-2
26319,http://www.metacritic.com/game/pc/everyday-lite
26320,http://www.metacritic.com/game/pc/4-alice-lorange-journey
26321,http://www.metacritic.com/game/pc/santa-run
26322,http://www.metacritic.com/game/pc/snail-trek---chapter-2-a-snail-of-two-worlds
26323,http://www.metacritic.com/game/pc/smackhead
26324,http://www.metacritic.com/game/pc/anubis-dungeon
26325,http://www.metacritic.com/game/pc/defend-your-buttress
26326,http://www.metacritic.com/game/pc/hiros-harvest-season
26327,http://www.metacritic.com/game/pc/power-supplied
26328,http://www.metacritic.com/game/pc/daddys-gone-a-hunting
26329,http://www.metacritic.com/game/pc/mad-digger
26330,http://www.metacritic.com/game/pc/heart-of-crown-pc
26331,http://www.metacritic.com/game/pc/delicious-moms-vs-dads
26332,http://www.metacritic.com/game/pc/ark-survival-evolved---aberration
26333,http://www.metacritic.com/game/pc/shantae-half-genie-hero---friends-to-the-end
26334,http://www.metacritic.com/game/pc/injustice-2---fighter-pack-3
26335,http://www.metacritic.com/game/pc/worlds-greatest-cities-mosaics-3
26336,http://www.metacritic.com/game/pc/everquest-ring-of-scale
26337,http://www.metacritic.com/game/pc/arcade-vr
26338,http://www.metacritic.com/game/pc/fallout-4-vr
26339,http://www.metacritic.com/game/pc/cassandras-fabulous-foray
26340,http://www.metacritic.com/game/pc/madcap-castle
26341,http://www.metacritic.com/game/pc/boom-box-blue!
26342,http://www.metacritic.com/game/pc/i-cant-believe-its-not-gambling
26343,http://www.metacritic.com/game/pc/operation-apex
26344,http://www.metacritic.com/game/pc/astrohazard-solutions-ltd
26345,http://www.metacritic.com/game/pc/vr-stock-car-racers
26346,http://www.metacritic.com/game/pc/born-tubi-wild
26347,http://www.metacritic.com/game/pc/battlefield-1-turning-tides
26348,http://www.metacritic.com/game/pc/reroll-back-to-the-throne
26349,http://www.metacritic.com/game/pc/arrowpoint
26350,http://www.metacritic.com/game/pc/puppet-kings
26351,http://www.metacritic.com/game/pc/march-of-empires
26352,http://www.metacritic.com/game/pc/taoth---the-adventures-of-the-herkulez
26353,http://www.metacritic.com/game/pc/swap-roles
26354,http://www.metacritic.com/game/pc/trendpoker-3d-community-edition
26355,http://www.metacritic.com/game/pc/star-sweet
26356,http://www.metacritic.com/game/pc/lightbreaker-ultimate-vr
26357,http://www.metacritic.com/game/pc/pumpkin-hunter
26358,http://www.metacritic.com/game/pc/shadowtracker
26359,http://www.metacritic.com/game/pc/soar-tree-of-life
26360,http://www.metacritic.com/game/pc/achievement-hunter-alien
26361,http://www.metacritic.com/game/pc/the-il-tempo-game
26362,http://www.metacritic.com/game/pc/fast-rolling
26363,http://www.metacritic.com/game/pc/hello-neighbor
26364,http://www.metacritic.com/game/pc/super-turbo-demon-busters!
26365,http://www.metacritic.com/game/pc/starlight-of-aeons
26366,http://www.metacritic.com/game/pc/bernackels-shoggoth
26367,http://www.metacritic.com/game/pc/phantom-jump
26368,http://www.metacritic.com/game/pc/stand-by-you
26369,http://www.metacritic.com/game/pc/the-37th-week
26370,http://www.metacritic.com/game/pc/the-resistance
26371,http://www.metacritic.com/game/pc/the-quarter-game
26372,http://www.metacritic.com/game/pc/umineko-golden-fantasia
26373,http://www.metacritic.com/game/pc/tactical
26374,http://www.metacritic.com/game/pc/tales-of-the-lumminai
26375,http://www.metacritic.com/game/pc/stand-out-vr-battle-royale
26376,http://www.metacritic.com/game/pc/soul-survival
26377,http://www.metacritic.com/game/pc/blood-harvest-2
26378,http://www.metacritic.com/game/pc/ukrainian-ball-in-search-of-gas
26379,http://www.metacritic.com/game/pc/abscond
26380,http://www.metacritic.com/game/pc/android-john-21
26381,http://www.metacritic.com/game/pc/antiterror-strike
26382,http://www.metacritic.com/game/pc/ex0-dark-moon
26383,http://www.metacritic.com/game/pc/bug-battle
26384,http://www.metacritic.com/game/pc/frosty-nights
26385,http://www.metacritic.com/game/pc/flying-salvager
26386,http://www.metacritic.com/game/pc/infinity-trip
26387,http://www.metacritic.com/game/pc/sky-road
26388,http://www.metacritic.com/game/pc/tokyo-xanadu-ex+
26389,http://www.metacritic.com/game/pc/seal-guardian
26390,http://www.metacritic.com/game/pc/strike-team-hydra
26391,http://www.metacritic.com/game/pc/weed
26392,http://www.metacritic.com/game/pc/strategic-command-classic-wwi
26393,http://www.metacritic.com/game/pc/x-caeli-the-iron-hand-of-love
26394,http://www.metacritic.com/game/pc/game-tube
26395,http://www.metacritic.com/game/pc/path-of-exile-war-for-the-atlas
26396,http://www.metacritic.com/game/pc/witches-legacy-rise-of-the-ancient
26397,http://www.metacritic.com/game/pc/god-starfighter
26398,http://www.metacritic.com/game/pc/shadowhand
26399,http://www.metacritic.com/game/pc/spellforce-3
26400,http://www.metacritic.com/game/pc/the-line-stand-out-in-chaos
26401,http://www.metacritic.com/game/pc/the-box-vr
26402,http://www.metacritic.com/game/pc/elmia
26403,http://www.metacritic.com/game/pc/man-of-honor
26404,http://www.metacritic.com/game/pc/zula-latinoamerica
26405,http://www.metacritic.com/game/pc/dragon-orb
26406,http://www.metacritic.com/game/pc/machine-crisis
26407,http://www.metacritic.com/game/pc/pixel-zombie
26408,http://www.metacritic.com/game/pc/naughty-elves
26409,http://www.metacritic.com/game/pc/applesnake2
26410,http://www.metacritic.com/game/pc/reach-me
26411,http://www.metacritic.com/game/pc/autobahn-police-simulator-2
26412,http://www.metacritic.com/game/pc/demons-age
26413,http://www.metacritic.com/game/pc/on-board-game
26414,http://www.metacritic.com/game/pc/heroes-of-myths-warriors-of-gods
26415,http://www.metacritic.com/game/pc/bubble-struggle-adventures
26416,http://www.metacritic.com/game/pc/deep-space-waifu-flat-justice
26417,http://www.metacritic.com/game/pc/adelantado-trilogy-book-three
26418,http://www.metacritic.com/game/pc/t-rex-time-machine
26419,http://www.metacritic.com/game/pc/stellaris-humanoids-species-pack
26420,http://www.metacritic.com/game/pc/snow-white-solitaire-charmed-kingdom
26421,http://www.metacritic.com/game/pc/snow-white-solitaire-charmed-kingdom
26422,http://www.metacritic.com/game/pc/longstory
26423,http://www.metacritic.com/game/pc/summer-nightmare
26424,http://www.metacritic.com/game/pc/room-service
26425,http://www.metacritic.com/game/pc/reigns-her-majesty
26426,http://www.metacritic.com/game/pc/getting-over-it-with-bennett-foddy
26427,http://www.metacritic.com/game/pc/zen-blocks
26428,http://www.metacritic.com/game/pc/amazeing-lemons
26429,http://www.metacritic.com/game/pc/vr-dream-match-baseball
26430,http://www.metacritic.com/game/pc/music-awards-manager
26431,http://www.metacritic.com/game/pc/sounds-of-music
26432,http://www.metacritic.com/game/pc/raining-coins
26433,http://www.metacritic.com/game/pc/savage-offroad
26434,http://www.metacritic.com/game/pc/wurst-defender-coop-edition
26435,http://www.metacritic.com/game/pc/toms-mansion
26436,http://www.metacritic.com/game/pc/yodanji
26437,http://www.metacritic.com/game/pc/2-in-1-fluid-intelligence
26438,http://www.metacritic.com/game/pc/metal-quest
26439,http://www.metacritic.com/game/pc/vr-fire-emergency-simulation-system
26440,http://www.metacritic.com/game/pc/ninja-stealth-3
26441,http://www.metacritic.com/game/pc/africa-hunting
26442,http://www.metacritic.com/game/pc/rocket-blasters
26443,http://www.metacritic.com/game/pc/lawnmower-game-2-drifter
26444,http://www.metacritic.com/game/pc/star-wars-droid-repair-bay
26445,http://www.metacritic.com/game/pc/xploquest
26446,http://www.metacritic.com/game/pc/christmas-stories-a-little-prince
26447,http://www.metacritic.com/game/pc/12-is-better-than-6-the-apostles
26448,http://www.metacritic.com/game/pc/eep-eisenbahnexe-14
26449,http://www.metacritic.com/game/pc/pirate-jigsaw
26450,http://www.metacritic.com/game/pc/nine-parchments
26451,http://www.metacritic.com/game/pc/oh-my-godheads
26452,http://www.metacritic.com/game/pc/boiling-bolt
26453,http://www.metacritic.com/game/pc/steep-road-to-the-olympics
26454,http://www.metacritic.com/game/pc/fart-simulator-2018
26455,http://www.metacritic.com/game/pc/the-surge-a-walk-in-the-park
26456,http://www.metacritic.com/game/pc/project-almighty
26457,http://www.metacritic.com/game/pc/the-francy-droo-friends-collection
26458,http://www.metacritic.com/game/pc/pathos-2017
26459,http://www.metacritic.com/game/pc/re-bot-vr
26460,http://www.metacritic.com/game/pc/chicken-farm-2k17
26461,http://www.metacritic.com/game/pc/wild-rts
26462,http://www.metacritic.com/game/pc/humans-vr
26463,http://www.metacritic.com/game/pc/the-111th-soul
26464,http://www.metacritic.com/game/pc/truth-disorder
26465,http://www.metacritic.com/game/pc/conduct-deluxe!
26466,http://www.metacritic.com/game/pc/pilli-adventure
26467,http://www.metacritic.com/game/pc/dr-fizzgigious-fantabulous-carbon-dating-simulacrum
26468,http://www.metacritic.com/game/pc/destiny-2-curse-of-osiris
26469,http://www.metacritic.com/game/pc/justice-league-virtual-reality-the-complete-experience
26470,http://www.metacritic.com/game/pc/kawanakajima-no-kassen
26471,http://www.metacritic.com/game/pc/nobunaga-no-yabou-soutenroku-with-power-up-kit
26472,http://www.metacritic.com/game/pc/san-goku-shi-x-with-power-up-kit
26473,http://www.metacritic.com/game/pc/tom-clancys-rainbow-six-siege---operation-white-noise
26474,http://www.metacritic.com/game/pc/the-legacy-prisoner
26475,http://www.metacritic.com/game/pc/santas-workshop-mosaics
26476,http://www.metacritic.com/game/pc/marvel-vs-capcom-infinite---black-widow
26477,http://www.metacritic.com/game/pc/marvel-vs-capcom-infinite---venom
26478,http://www.metacritic.com/game/pc/marvel-vs-capcom-infinite---winter-soldier
26479,http://www.metacritic.com/game/pc/dragon-ball-xenoverse-2---extra-pack-1
26480,http://www.metacritic.com/game/pc/government-simulator
26481,http://www.metacritic.com/game/pc/echoed-world
26482,http://www.metacritic.com/game/pc/hyper-knights-battles
26483,http://www.metacritic.com/game/pc/stacker
26484,http://www.metacritic.com/game/pc/twilight-town
26485,http://www.metacritic.com/game/pc/igo-meijin
26486,http://www.metacritic.com/game/pc/alan
26487,http://www.metacritic.com/game/pc/tactical-ops
26488,http://www.metacritic.com/game/pc/cornflakestein
26489,http://www.metacritic.com/game/pc/star-wars-imperial-assault---legends-of-the-alliance
26490,http://www.metacritic.com/game/pc/croneworld-rpg---chapter1
26491,http://www.metacritic.com/game/pc/hydroactive
26492,http://www.metacritic.com/game/pc/alien-planet
26493,http://www.metacritic.com/game/pc/stop-santa-tower-defense
26494,http://www.metacritic.com/game/pc/yashik
26495,http://www.metacritic.com/game/pc/freddy-fazbears-pizzeria-simulator
26496,http://www.metacritic.com/game/pc/meriwether-an-american-epic
26497,http://www.metacritic.com/game/pc/tokaido
26498,http://www.metacritic.com/game/pc/solitaire-jack-frost-winter-adventures-2
26499,http://www.metacritic.com/game/pc/sword-master
26500,http://www.metacritic.com/game/pc/labyronia-elements
26501,http://www.metacritic.com/game/pc/your-bunny-wrote
26502,http://www.metacritic.com/game/pc/thundering-skies
26503,http://www.metacritic.com/game/pc/anime-bubble-pop
26504,http://www.metacritic.com/game/pc/clickbit
26505,http://www.metacritic.com/game/pc/danse-macabre-a-lovers-pledge
26506,http://www.metacritic.com/game/pc/polyball
26507,http://www.metacritic.com/game/pc/seven-the-days-long-gone
26508,http://www.metacritic.com/game/pc/cattails
26509,http://www.metacritic.com/game/pc/defend-the-cake
26510,http://www.metacritic.com/game/pc/death-rings-of-jupiter
26511,http://www.metacritic.com/game/pc/odysseus-kosmos-and-his-robot-quest
26512,http://www.metacritic.com/game/pc/deathpit-3000
26513,http://www.metacritic.com/game/pc/lost-home
26514,http://www.metacritic.com/game/pc/scrap-galaxy
26515,http://www.metacritic.com/game/pc/the-fog-2017
26516,http://www.metacritic.com/game/pc/yapp-yet-another-puzzle-platformer
26517,http://www.metacritic.com/game/pc/jay-fighter-remastered
26518,http://www.metacritic.com/game/pc/the-breeding-the-fog
26519,http://www.metacritic.com/game/pc/daddys-girls
26520,http://www.metacritic.com/game/pc/the-mystery-room
26521,http://www.metacritic.com/game/pc/hostil
26522,http://www.metacritic.com/game/pc/puzzle-chambers
26523,http://www.metacritic.com/game/pc/nocturnal-hunt
26524,http://www.metacritic.com/game/pc/puzzle-tactics
26525,http://www.metacritic.com/game/pc/plandzz-2
26526,http://www.metacritic.com/game/pc/project-cabin
26527,http://www.metacritic.com/game/pc/easy-red
26528,http://www.metacritic.com/game/pc/crimson-imprint-plus--nonexistent-christmas-
26529,http://www.metacritic.com/game/pc/pop-pop-boom-boom-vr
26530,http://www.metacritic.com/game/pc/secondhand-lands
26531,http://www.metacritic.com/game/pc/air-hockey
26532,http://www.metacritic.com/game/pc/deep-space-unknown-universe
26533,http://www.metacritic.com/game/pc/dark-maze-2017
26534,http://www.metacritic.com/game/pc/kingdom-defense
26535,http://www.metacritic.com/game/pc/christmas-race
26536,http://www.metacritic.com/game/pc/one-against-the-galaxy
26537,http://www.metacritic.com/game/pc/the-strange-thing
26538,http://www.metacritic.com/game/pc/cobalt-wasd
26539,http://www.metacritic.com/game/pc/mission-1545
26540,http://www.metacritic.com/game/pc/black-jewel
26541,http://www.metacritic.com/game/pc/bare-metal
26542,http://www.metacritic.com/game/pc/in-the-thrall-of-darkness-the-gift-of-dreams
26543,http://www.metacritic.com/game/pc/adelantado-trilogy-book-two
26544,http://www.metacritic.com/game/pc/danger-close!
26545,http://www.metacritic.com/game/pc/nox-dei
26546,http://www.metacritic.com/game/pc/the-love-boat
26547,http://www.metacritic.com/game/pc/samurai-of-hyuga-book-3
26548,http://www.metacritic.com/game/pc/transcend
26549,http://www.metacritic.com/game/pc/euro-truck-simulator-2-italia-add-on
26550,http://www.metacritic.com/game/pc/athens-treasure
26551,http://www.metacritic.com/game/pc/doom-vfr
26552,http://www.metacritic.com/game/pc/dungeons-treasure-vr
26553,http://www.metacritic.com/game/pc/hidden-object-around-the-world-in-80-days
26554,http://www.metacritic.com/game/pc/grobda-remix
26555,http://www.metacritic.com/game/pc/injustice-2
26556,http://www.metacritic.com/game/pc/slave-story
26557,http://www.metacritic.com/game/pc/home-a-vr-spacewalk
26558,http://www.metacritic.com/game/pc/hold-your-own
26559,http://www.metacritic.com/game/pc/slumlord-simulator
26560,http://www.metacritic.com/game/pc/brink-of-extinction
26561,http://www.metacritic.com/game/pc/disassembly-3d
26562,http://www.metacritic.com/game/pc/hunter-of-antiques
26563,http://www.metacritic.com/game/pc/super-shoot-owl
26564,http://www.metacritic.com/game/pc/onsenvr
26565,http://www.metacritic.com/game/pc/magic-siege-defender
26566,http://www.metacritic.com/game/pc/its-quiz-time
26567,http://www.metacritic.com/game/pc/battle-runner
26568,http://www.metacritic.com/game/pc/feed-the-animals
26569,http://www.metacritic.com/game/pc/baptism
26570,http://www.metacritic.com/game/pc/starship-clicker
26571,http://www.metacritic.com/game/pc/the-ghost-of-joe-papp
26572,http://www.metacritic.com/game/pc/driveshaft
26573,http://www.metacritic.com/game/pc/miles-amp-kilo
26574,http://www.metacritic.com/game/pc/schlag-den-star---das-spiel
26575,http://www.metacritic.com/game/pc/total-war-rome-ii---empire-divided
26576,http://www.metacritic.com/game/pc/grimrush
26577,http://www.metacritic.com/game/pc/arma-3-tac-ops
26578,http://www.metacritic.com/game/pc/the-elder-scrolls-legends---return-to-clockwork-city
26579,http://www.metacritic.com/game/pc/ellys-cake-cafe
26580,http://www.metacritic.com/game/pc/virry-safari-2-feel-the-wild
26581,http://www.metacritic.com/game/pc/jazz-jackrabbit-2-collection
26582,http://www.metacritic.com/game/pc/jazz-jackrabbit-collection
26583,http://www.metacritic.com/game/pc/dark-and-bright
26584,http://www.metacritic.com/game/pc/sky-force-reloaded
26585,http://www.metacritic.com/game/pc/game-tengoku-cruisin-mix
26586,http://www.metacritic.com/game/pc/sacrament
26587,http://www.metacritic.com/game/pc/family-secret
26588,http://www.metacritic.com/game/pc/super-dungeon-boy
26589,http://www.metacritic.com/game/pc/carcassonne-tiles-tactics
26590,http://www.metacritic.com/game/pc/monarch-of-greed-act-1
26591,http://www.metacritic.com/game/pc/burgle-bros
26592,http://www.metacritic.com/game/pc/a-day-for-a-kitten
26593,http://www.metacritic.com/game/pc/draft-day-sports-pro-basketball-2018
26594,http://www.metacritic.com/game/pc/pin-ci-yioux-2017
26595,http://www.metacritic.com/game/pc/w4rr-io-rs
26596,http://www.metacritic.com/game/pc/snail-trek---chapter-1-intershellar
26597,http://www.metacritic.com/game/pc/destroy-space-aliens
26598,http://www.metacritic.com/game/pc/attack-of-the-bugs
26599,http://www.metacritic.com/game/pc/frutakia-2
26600,http://www.metacritic.com/game/pc/super-dungeon-boy
26601,http://www.metacritic.com/game/pc/carcassonne-tiles-tactics
26602,http://www.metacritic.com/game/pc/monarch-of-greed-act-1
26603,http://www.metacritic.com/game/pc/burgle-bros
26604,http://www.metacritic.com/game/pc/a-day-for-a-kitten
26605,http://www.metacritic.com/game/pc/draft-day-sports-pro-basketball-2018
26606,http://www.metacritic.com/game/pc/pin-ci-yioux-2017
26607,http://www.metacritic.com/game/pc/w4rr-io-rs
26608,http://www.metacritic.com/game/pc/snail-trek---chapter-1-intershellar
26609,http://www.metacritic.com/game/pc/destroy-space-aliens
26610,http://www.metacritic.com/game/pc/attack-of-the-bugs
26611,http://www.metacritic.com/game/pc/frutakia-2
26612,http://www.metacritic.com/game/pc/go!-go!-radio-8-bit-edition
26613,http://www.metacritic.com/game/pc/sk8
26614,http://www.metacritic.com/game/pc/air-combat-2017
26615,http://www.metacritic.com/game/pc/ghoulboy
26616,http://www.metacritic.com/game/pc/defenders-of-tetsoidea-ii
26617,http://www.metacritic.com/game/pc/achievement-hunter-scars
26618,http://www.metacritic.com/game/pc/nobunagas-ambition-taishi
26619,http://www.metacritic.com/game/pc/son-of-scoregasm
26620,http://www.metacritic.com/game/pc/la-tale
26621,http://www.metacritic.com/game/pc/dark-city-london
26622,http://www.metacritic.com/game/pc/paperback-the-game
26623,http://www.metacritic.com/game/pc/rainforest-solitaire
26624,http://www.metacritic.com/game/pc/tekken-7---dlc2-geese-howard-pack
26625,http://www.metacritic.com/game/pc/black-mirror
26626,http://www.metacritic.com/game/pc/village-of-adventurers-2
26627,http://www.metacritic.com/game/pc/star-ocean-the-last-hope---4k-full-hd-remaster
26628,http://www.metacritic.com/game/pc/dreadeye-vr
26629,http://www.metacritic.com/game/pc/af-zero
26630,http://www.metacritic.com/game/pc/on-earth-as-it-is-in-heaven-a-kinetic-novel
26631,http://www.metacritic.com/game/pc/my-free-zoo
26632,http://www.metacritic.com/game/pc/space-rocks
26633,http://www.metacritic.com/game/pc/dead-link-pages-torn
26634,http://www.metacritic.com/game/pc/amon
26635,http://www.metacritic.com/game/pc/refinish-network---paintboss-vr
26636,http://www.metacritic.com/game/pc/piggy-poggy-pog
26637,http://www.metacritic.com/game/pc/mustache-politics-shooter
26638,http://www.metacritic.com/game/pc/voiceactress
26639,http://www.metacritic.com/game/pc/headsquare---multiplayer-vr-ball-game
26640,http://www.metacritic.com/game/pc/cube-way
26641,http://www.metacritic.com/game/pc/fmath
26642,http://www.metacritic.com/game/pc/elminage-original-priestess-of-darkness-and-the-ring-of-the-gods
26643,http://www.metacritic.com/game/pc/take-the-cake
26644,http://www.metacritic.com/game/pc/lets-not-stay-friends
26645,http://www.metacritic.com/game/pc/airport-madness-3d-volume-2
26646,http://www.metacritic.com/game/pc/ropelike
26647,http://www.metacritic.com/game/pc/kungfu-town-vr
26648,http://www.metacritic.com/game/pc/40-days
26649,http://www.metacritic.com/game/pc/alicia-quatermain-the-stone-of-fate
26650,http://www.metacritic.com/game/pc/spellarium-2
26651,http://www.metacritic.com/game/pc/everquest-ii-planes-of-prophecy
26652,http://www.metacritic.com/game/pc/purple-heart
26653,http://www.metacritic.com/game/pc/haunted-dream-house
26654,http://www.metacritic.com/game/pc/alpha-locus-vr
26655,http://www.metacritic.com/game/pc/blood-waves
26656,http://www.metacritic.com/game/pc/dominions-5-warriors-of-the-faith
26657,http://www.metacritic.com/game/pc/silent-space-vr
26658,http://www.metacritic.com/game/pc/brainyjoy
26659,http://www.metacritic.com/game/pc/dream-channel
